id,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1,rougeL_precision,rougeL_recall,rougeL_f1,compression_ratio_pct,latency_ms,original_words,summary_words
39847422,0.13580246913580246,0.4074074074074074,0.2037037037037037,0.025,0.07692307692307693,0.03773584905660378,0.07407407407407407,0.2222222222222222,0.1111111111111111,90.2,4.7,806,79
36078112,0.0546875,0.4117647058823529,0.09655172413793103,0.007874015748031496,0.0625,0.013986013986013986,0.046875,0.35294117647058826,0.08275862068965517,75.62,3.6,525,128
34077864,0.07692307692307693,0.64,0.13733905579399142,0.00966183574879227,0.08333333333333333,0.017316017316017313,0.04807692307692308,0.4,0.08583690987124463,62.39,3.6,553,208
38272238,0.06944444444444445,0.23809523809523808,0.1075268817204301,0.0,0.0,0.0,0.06944444444444445,0.23809523809523808,0.1075268817204301,87.73,3.8,587,72
31623427,0.04861111111111111,0.5,0.08860759493670886,0.013986013986013986,0.15384615384615385,0.025641025641025644,0.027777777777777776,0.2857142857142857,0.05063291139240506,77.73,4.0,633,141
35757640,0.043859649122807015,0.45454545454545453,0.08,0.004405286343612335,0.047619047619047616,0.008064516129032258,0.03070175438596491,0.3181818181818182,0.056,65.08,4.0,610,213
36396069,0.07339449541284404,0.38095238095238093,0.12307692307692308,0.0,0.0,0.0,0.05504587155963303,0.2857142857142857,0.0923076923076923,72.73,3.2,396,108
36349478,0.140625,0.47368421052631576,0.21686746987951808,0.031746031746031744,0.1111111111111111,0.04938271604938271,0.078125,0.2631578947368421,0.12048192771084337,73.04,2.4,230,62
33840258,0.23333333333333334,0.56,0.32941176470588235,0.03389830508474576,0.08333333333333333,0.048192771084337345,0.11666666666666667,0.28,0.16470588235294117,74.89,2.4,219,55
34183785,0.04895104895104895,0.3684210526315789,0.08641975308641975,0.007042253521126761,0.05555555555555555,0.0125,0.03496503496503497,0.2631578947368421,0.0617283950617284,68.81,3.1,420,131
37820092,0.14035087719298245,0.34782608695652173,0.19999999999999998,0.0,0.0,0.0,0.07017543859649122,0.17391304347826086,0.09999999999999999,68.33,2.3,180,57
40915420,0.10465116279069768,0.36,0.16216216216216217,0.023529411764705882,0.08333333333333333,0.03669724770642202,0.08139534883720931,0.28,0.12612612612612614,77.63,3.1,380,85
39223638,0.028985507246376812,0.2,0.05063291139240506,0.0,0.0,0.0,0.028985507246376812,0.2,0.05063291139240506,41.59,2.0,113,66
35540298,0.06666666666666667,0.5,0.11764705882352941,0.014925373134328358,0.11764705882352941,0.026490066225165566,0.044444444444444446,0.3333333333333333,0.0784313725490196,77.2,3.6,557,127
33813048,0.07291666666666667,0.7,0.1320754716981132,0.015706806282722512,0.15789473684210525,0.02857142857142857,0.041666666666666664,0.4,0.07547169811320754,81.79,5.7,1016,185
34832781,0.027624309392265192,0.3333333333333333,0.05102040816326531,0.005555555555555556,0.07142857142857142,0.010309278350515465,0.027624309392265192,0.3333333333333333,0.05102040816326531,68.65,3.8,555,174
38210021,0.056818181818181816,0.2,0.08849557522123894,0.0,0.0,0.0,0.03409090909090909,0.12,0.053097345132743355,70.34,2.6,290,86
39672263,0.05952380952380952,0.5263157894736842,0.10695187165775401,0.011976047904191617,0.1111111111111111,0.021621621621621623,0.041666666666666664,0.3684210526315789,0.0748663101604278,77.37,4.2,707,160
30281742,0.15384615384615385,0.42105263157894735,0.22535211267605634,0.0,0.0,0.0,0.09615384615384616,0.2631578947368421,0.14084507042253522,71.27,2.2,181,52
24550167,0.037383177570093455,0.6666666666666666,0.07079646017699114,0.004694835680751174,0.09090909090909091,0.008928571428571428,0.03271028037383177,0.5833333333333334,0.061946902654867256,62.43,3.7,543,204
34002463,0.031746031746031744,0.25,0.05633802816901408,0.0,0.0,0.0,0.023809523809523808,0.1875,0.04225352112676056,39.8,2.5,201,121
32129337,0.11504424778761062,0.5,0.18705035971223022,0.0,0.0,0.0,0.05309734513274336,0.23076923076923078,0.08633093525179855,73.51,3.1,419,111
34737471,0.14814814814814814,0.32,0.20253164556962025,0.05660377358490566,0.125,0.07792207792207793,0.09259259259259259,0.2,0.12658227848101264,68.45,2.4,168,53
28042625,0.12931034482758622,0.8333333333333334,0.22388059701492538,0.043478260869565216,0.29411764705882354,0.07575757575757575,0.10344827586206896,0.6666666666666666,0.17910447761194032,77.15,3.6,477,109
25744060,0.06422018348623854,0.3684210526315789,0.10937500000000001,0.009259259259259259,0.05555555555555555,0.015873015873015872,0.045871559633027525,0.2631578947368421,0.078125,71.76,3.1,386,109
35316509,0.1276595744680851,0.3,0.17910447761194026,0.021739130434782608,0.05263157894736842,0.03076923076923077,0.0851063829787234,0.2,0.11940298507462686,73.99,2.3,173,45
29017830,0.08695652173913043,0.3076923076923077,0.13559322033898305,0.01098901098901099,0.04,0.017241379310344827,0.05434782608695652,0.19230769230769232,0.0847457627118644,58.88,2.4,214,88
38700694,0.05319148936170213,0.19230769230769232,0.08333333333333334,0.010752688172043012,0.04,0.016949152542372885,0.0425531914893617,0.15384615384615385,0.06666666666666667,61.34,2.3,238,92
40448904,0.06722689075630252,0.27586206896551724,0.1081081081081081,0.00847457627118644,0.03571428571428571,0.0136986301369863,0.05042016806722689,0.20689655172413793,0.08108108108108107,70.2,3.0,396,118
35011005,0.12790697674418605,0.5238095238095238,0.205607476635514,0.03529411764705882,0.15,0.05714285714285714,0.05813953488372093,0.23809523809523808,0.09345794392523364,66.26,2.5,243,82
36253685,0.2894736842105263,0.36666666666666664,0.32352941176470584,0.05405405405405406,0.06896551724137931,0.06060606060606061,0.15789473684210525,0.2,0.17647058823529413,72.46,2.0,138,38
34085793,0.09375,0.4,0.1518987341772152,0.031746031746031744,0.14285714285714285,0.051948051948051945,0.078125,0.3333333333333333,0.12658227848101264,67.01,2.2,194,64
38132065,0.08823529411764706,0.6428571428571429,0.15517241379310345,0.014778325123152709,0.1111111111111111,0.026086956521739126,0.058823529411764705,0.42857142857142855,0.10344827586206895,60.87,3.3,506,198
36114402,0.11926605504587157,0.6190476190476191,0.2,0.018518518518518517,0.1,0.03125,0.06422018348623854,0.3333333333333333,0.10769230769230768,63.97,2.7,297,107
26320715,0.06451612903225806,0.34782608695652173,0.10884353741496598,0.008130081300813009,0.045454545454545456,0.013793103448275864,0.03225806451612903,0.17391304347826086,0.05442176870748299,74.58,3.7,472,120
37723666,0.13432835820895522,0.45,0.20689655172413793,0.030303030303030304,0.10526315789473684,0.047058823529411764,0.07462686567164178,0.25,0.11494252873563218,73.9,2.6,249,65
37067589,0.12307692307692308,0.4,0.18823529411764708,0.046875,0.15789473684210525,0.07228915662650602,0.07692307692307693,0.25,0.11764705882352941,90.65,4.6,695,65
40639370,0.09482758620689655,0.5,0.15942028985507245,0.017391304347826087,0.09523809523809523,0.029411764705882356,0.05172413793103448,0.2727272727272727,0.08695652173913043,66.38,3.0,345,116
39438081,0.09467455621301775,0.6153846153846154,0.16410256410256407,0.023809523809523808,0.16,0.04145077720207254,0.0650887573964497,0.4230769230769231,0.11282051282051282,64.71,3.3,459,162
